entry_id,created_at,pir,ir,color code,alert,part_name,part_type,material,product_id,defect_type,defect_location
2537,2025-06-09T09:23:00+00:00,1,0,0,1,Fuel Tank,Fuel System,Ceramic,12537,Functional,Internal
2538,2025-06-09T09:21:44+00:00,0,0,0,1,Headlight Assembly,Electrical,Plastic,12538,Functional,Surface
2539,2025-06-09T09:50:33+00:00,1,0,0,1,Windshield Wiper,Exterior,Plastic,12539,Functional,Component
2540,2025-06-09T10:00:41+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,12540,Structural,Surface
2541,2025-06-09T09:59:25+00:00,1,0,0,1,Spark Plug,Electrical,Plastic,12541,Functional,Internal
2542,2025-06-09T09:08:13+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,12542,Structural,Surface
2543,2025-06-09T09:11:45+00:00,0,0,0,1,Radiator,Fuel System,Plastic,12543,Cosmetic,Surface
2544,2025-06-09T10:10:10+00:00,1,0,0,0,Spark Plug,Electrical,Ceramic,12544,Structural,Internal
2545,2025-06-09T09:14:00+00:00,0,0,0,0,Alternator,Engine Parts,Plastic,12545,Structural,Internal
2546,2025-06-09T09:40:22+00:00,1,0,0,0,Spark Plug,Ignition,Ceramic,12546,Cosmetic,Internal
2547,2025-06-09T09:15:01+00:00,1,0,1,1,Windshield Wiper,Engine Parts,Ceramic,12547,Structural,Internal
2548,2025-06-09T09:37:23+00:00,1,0,0,0,Air Filter,Fuel System,Ceramic,12548,Structural,Component
2549,2025-06-09T10:05:54+00:00,1,0,0,0,Alternator,Lighting,Ceramic,12549,Functional,Component
2550,2025-06-09T09:08:31+00:00,1,1,0,1,Air Filter,Lighting,Synthetic,12550,Cosmetic,Internal
2551,2025-06-09T09:50:50+00:00,1,0,0,1,Battery,Ignition,Ceramic,12551,Functional,Component
2552,2025-06-09T10:16:52+00:00,1,0,0,1,Battery,Cooling,Plastic,12552,Cosmetic,Component
2553,2025-06-09T09:31:54+00:00,0,1,0,1,Alternator,Electrical,Synthetic,12553,Cosmetic,Internal
2554,2025-06-09T09:31:16+00:00,0,0,0,1,Battery,Cooling,Metal,12554,Functional,Surface
2555,2025-06-09T09:22:23+00:00,0,0,0,1,Air Filter,Electrical,Ceramic,12555,Structural,Surface
2556,2025-06-09T09:12:24+00:00,1,0,0,1,Spark Plug,Fuel System,Aluminum,12556,Structural,Surface
2557,2025-06-09T09:22:22+00:00,1,0,0,1,Air Filter,Fuel System,Ceramic,12557,Structural,Component
2558,2025-06-09T09:12:44+00:00,1,0,0,0,Alternator,Brake System,Aluminum,12558,Functional,Component
2559,2025-06-09T09:07:54+00:00,1,0,0,1,Spark Plug,Engine Parts,Ceramic,12559,Cosmetic,Surface
2560,2025-06-09T09:32:49+00:00,0,0,0,1,Headlight Assembly,Electrical,Ceramic,12560,Structural,Surface
2561,2025-06-09T09:56:44+00:00,0,0,0,1,Spark Plug,Exterior,Plastic,12561,Functional,Component
2562,2025-06-09T09:20:08+00:00,0,0,0,1,Alternator,Fuel System,Ceramic,12562,Cosmetic,Component
2563,2025-06-09T09:07:34+00:00,0,0,0,1,Air Filter,Brake System,Ceramic,12563,Structural,Surface
2564,2025-06-09T10:16:34+00:00,1,0,0,1,Spark Plug,Brake System,Metal,12564,Functional,Internal
2565,2025-06-09T09:56:23+00:00,1,0,0,0,Windshield Wiper,Electrical,Metal,12565,Structural,Surface
2566,2025-06-09T09:26:13+00:00,1,0,0,1,Spark Plug,Ignition,Ceramic,12566,Structural,Internal
2567,2025-06-09T10:10:52+00:00,0,0,1,1,Windshield Wiper,Fuel System,Synthetic,12567,Structural,Surface
2568,2025-06-09T09:36:27+00:00,0,0,2,0,Air Filter,Ignition,Plastic,12568,Cosmetic,Surface
2569,2025-06-09T09:24:17+00:00,0,0,0,0,Spark Plug,Lighting,Synthetic,12569,Cosmetic,Internal
2570,2025-06-09T09:17:37+00:00,0,0,0,1,Headlight Assembly,Electrical,Ceramic,12570,Structural,Component
2571,2025-06-09T09:40:25+00:00,1,0,0,1,Air Filter,Electrical,Synthetic,12571,Structural,Internal
2572,2025-06-09T09:23:21+00:00,0,0,0,0,Headlight Assembly,Exterior,Ceramic,12572,Structural,Component
2573,2025-06-09T10:10:33+00:00,1,0,1,0,Fuel Tank,Engine Parts,Synthetic,12573,Functional,Surface
2574,2025-06-09T09:23:01+00:00,0,0,0,0,Headlight Assembly,Exterior,Synthetic,12574,Functional,Component
2575,2025-06-09T09:42:01+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Plastic,12575,Cosmetic,Component
2576,2025-06-09T09:28:06+00:00,1,0,0,1,Fuel Tank,Fuel System,Aluminum,12576,Cosmetic,Component
2577,2025-06-09T10:04:14+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Ceramic,12577,Cosmetic,Internal
2578,2025-06-09T10:15:55+00:00,0,0,0,0,Engine Oil Filter,Electrical,Metal,12578,Cosmetic,Internal
2579,2025-06-09T09:47:18+00:00,0,0,0,1,Alternator,Electrical,Aluminum,12579,Functional,Component
2580,2025-06-09T09:40:22+00:00,0,0,0,1,Air Filter,Exterior,Plastic,12580,Cosmetic,Surface
2581,2025-06-09T09:39:03+00:00,0,0,0,1,Air Filter,Exterior,Synthetic,12581,Cosmetic,Internal
2582,2025-06-09T09:20:28+00:00,0,0,0,1,Headlight Assembly,Brake System,Plastic,12582,Functional,Component
2583,2025-06-09T09:11:06+00:00,1,0,0,0,Alternator,Brake System,Ceramic,12583,Structural,Component
2584,2025-06-09T09:43:10+00:00,0,0,0,1,Windshield Wiper,Engine Parts,Plastic,12584,Functional,Surface
2585,2025-06-09T10:07:31+00:00,0,0,0,0,Brake Pad,Engine Parts,Plastic,12585,Structural,Surface
2586,2025-06-09T09:18:53+00:00,0,0,0,0,Spark Plug,Engine Parts,Plastic,12586,Functional,Internal
2587,2025-06-09T10:05:14+00:00,0,0,0,1,Spark Plug,Brake System,Ceramic,12587,Cosmetic,Component
2588,2025-06-09T09:30:19+00:00,1,0,0,1,Radiator,Engine Parts,Metal,12588,Structural,Surface
2589,2025-06-09T10:08:33+00:00,0,0,0,0,Brake Pad,Brake System,Metal,12589,Structural,Component
2590,2025-06-09T09:20:47+00:00,0,0,0,1,Headlight Assembly,Brake System,Ceramic,12590,Structural,Internal
2591,2025-06-09T09:41:02+00:00,1,0,0,0,Headlight Assembly,Cooling,Aluminum,12591,Functional,Surface
2592,2025-06-09T09:44:21+00:00,1,1,0,1,Spark Plug,Exterior,Plastic,12592,Cosmetic,Surface
2593,2025-06-09T09:18:15+00:00,0,0,0,1,Spark Plug,Electrical,Ceramic,12593,Structural,Surface
2594,2025-06-09T09:49:33+00:00,0,0,0,0,Alternator,Engine Parts,Ceramic,12594,Structural,Component
2595,2025-06-09T10:02:59+00:00,1,0,0,0,Spark Plug,Electrical,Synthetic,12595,Structural,Internal
2596,2025-06-09T09:17:19+00:00,1,0,0,1,Battery,Engine Parts,Plastic,12596,Functional,Internal
2597,2025-06-09T09:25:33+00:00,1,0,0,0,Radiator,Ignition,Synthetic,12597,Structural,Component
2598,2025-06-09T09:10:47+00:00,1,0,0,1,Spark Plug,Electrical,Aluminum,12598,Functional,Internal
2599,2025-06-09T10:15:14+00:00,1,0,1,1,Alternator,Fuel System,Ceramic,12599,Cosmetic,Component
2600,2025-06-09T09:23:21+00:00,1,0,0,0,Alternator,Brake System,Metal,12600,Cosmetic,Surface
2601,2025-06-09T09:24:17+00:00,0,0,0,0,Radiator,Electrical,Aluminum,12601,Cosmetic,Surface
2602,2025-06-09T09:17:56+00:00,0,0,0,0,Air Filter,Electrical,Metal,12602,Cosmetic,Internal
2603,2025-06-09T09:27:10+00:00,0,0,0,0,Windshield Wiper,Ignition,Ceramic,12603,Functional,Component
2604,2025-06-09T10:09:13+00:00,0,0,0,1,Headlight Assembly,Engine Parts,Plastic,12604,Cosmetic,Surface
2605,2025-06-09T09:45:21+00:00,1,0,0,1,Battery,Lighting,Metal,12605,Cosmetic,Component
2606,2025-06-09T10:02:02+00:00,1,0,0,1,Alternator,Ignition,Aluminum,12606,Cosmetic,Internal
2607,2025-06-09T09:29:23+00:00,0,0,0,0,Alternator,Engine Parts,Aluminum,12607,Functional,Component
2608,2025-06-09T10:06:13+00:00,1,0,0,0,Radiator,Ignition,Aluminum,12608,Cosmetic,Internal
2609,2025-06-09T09:13:21+00:00,1,0,0,1,Fuel Tank,Brake System,Synthetic,12609,Functional,Surface
2610,2025-06-09T09:10:27+00:00,0,0,0,1,Spark Plug,Engine Parts,Plastic,12610,Cosmetic,Surface
2611,2025-06-09T10:16:53+00:00,0,0,0,1,Radiator,Fuel System,Aluminum,12611,Structural,Internal
2612,2025-06-09T10:16:53+00:00,1,0,0,1,Air Filter,Fuel System,Synthetic,12612,Functional,Internal
2613,2025-06-09T09:48:15+00:00,1,0,0,0,Alternator,Ignition,Aluminum,12613,Functional,Surface
2614,2025-06-09T09:47:36+00:00,1,0,0,1,Windshield Wiper,Brake System,Ceramic,12614,Functional,Internal
2615,2025-06-09T09:56:03+00:00,0,0,1,1,Alternator,Brake System,Synthetic,12615,Structural,Component
2616,2025-06-09T10:12:17+00:00,1,0,0,1,Radiator,Electrical,Synthetic,12616,Functional,Internal
2617,2025-06-09T10:12:56+00:00,0,0,0,1,Windshield Wiper,Ignition,Ceramic,12617,Functional,Surface
2618,2025-06-09T09:22:04+00:00,1,0,0,1,Headlight Assembly,Electrical,Synthetic,12618,Functional,Component
2619,2025-06-09T09:36:45+00:00,0,0,0,1,Windshield Wiper,Engine Parts,Plastic,12619,Structural,Internal
2620,2025-06-09T09:41:42+00:00,1,0,0,1,Alternator,Lighting,Ceramic,12620,Cosmetic,Component
2621,2025-06-09T09:20:09+00:00,1,0,0,1,Radiator,Exterior,Plastic,12621,Functional,Internal
2622,2025-06-09T09:54:03+00:00,1,0,0,1,Radiator,Engine Parts,Synthetic,12622,Cosmetic,Internal
2623,2025-06-09T10:15:54+00:00,0,0,3,0,Alternator,Engine Parts,Plastic,12623,Structural,Component
2624,2025-06-09T09:23:21+00:00,1,0,0,0,Alternator,Electrical,Ceramic,12624,Cosmetic,Component
2625,2025-06-09T09:34:25+00:00,1,0,0,1,Brake Pad,Engine Parts,Ceramic,12625,Cosmetic,Surface
2626,2025-06-09T10:05:33+00:00,1,0,0,1,Headlight Assembly,Fuel System,Metal,12626,Functional,Surface
2627,2025-06-09T09:15:20+00:00,0,0,0,0,Headlight Assembly,Brake System,Aluminum,12627,Cosmetic,Internal
2628,2025-06-09T09:33:46+00:00,1,0,0,1,Alternator,Exterior,Aluminum,12628,Cosmetic,Component
2629,2025-06-09T09:42:41+00:00,1,0,0,0,Air Filter,Electrical,Aluminum,12629,Structural,Internal
2630,2025-06-09T10:06:54+00:00,0,0,2,0,Headlight Assembly,Lighting,Ceramic,12630,Structural,Internal
2631,2025-06-09T09:20:09+00:00,1,0,0,1,Brake Pad,Electrical,Ceramic,12631,Cosmetic,Surface
2632,2025-06-09T09:13:03+00:00,1,0,1,0,Windshield Wiper,Cooling,Aluminum,12632,Structural,Internal
2633,2025-06-09T09:51:29+00:00,0,0,1,0,Spark Plug,Brake System,Synthetic,12633,Functional,Internal
2634,2025-06-09T10:08:11+00:00,0,0,0,0,Radiator,Engine Parts,Synthetic,12634,Functional,Component
2635,2025-06-09T09:10:27+00:00,0,0,0,0,Engine Oil Filter,Cooling,Metal,12635,Structural,Internal
2636,2025-06-09T10:17:30+00:00,1,0,0,0,Alternator,Electrical,Metal,12636,Structural,Component
2637,2025-06-09T10:07:50+00:00,0,0,0,0,Alternator,Electrical,Synthetic,12637,Functional,Internal
2638,2025-06-09T09:19:30+00:00,1,0,1,0,Windshield Wiper,Lighting,Metal,12638,Cosmetic,Component
2639,2025-06-09T10:16:52+00:00,0,0,0,1,Windshield Wiper,Electrical,Aluminum,12639,Structural,Surface
2640,2025-06-09T09:59:43+00:00,1,0,0,1,Alternator,Electrical,Synthetic,12640,Cosmetic,Surface
2641,2025-06-09T09:48:16+00:00,1,0,0,0,Windshield Wiper,Cooling,Ceramic,12641,Functional,Surface
2642,2025-06-09T10:16:33+00:00,1,0,0,0,Battery,Engine Parts,Aluminum,12642,Cosmetic,Internal
2643,2025-06-09T10:02:20+00:00,0,0,0,1,Air Filter,Ignition,Synthetic,12643,Cosmetic,Internal
2644,2025-06-09T09:25:14+00:00,1,0,0,1,Fuel Tank,Ignition,Synthetic,12644,Cosmetic,Internal
2645,2025-06-09T09:31:16+00:00,1,0,0,1,Alternator,Engine Parts,Aluminum,12645,Functional,Surface
2646,2025-06-09T09:09:49+00:00,1,0,0,0,Alternator,Electrical,Plastic,12646,Structural,Component
2647,2025-06-09T09:57:46+00:00,0,0,0,0,Engine Oil Filter,Electrical,Ceramic,12647,Structural,Component
2648,2025-06-09T09:53:25+00:00,0,0,0,0,Spark Plug,Electrical,Aluminum,12648,Cosmetic,Internal
2649,2025-06-09T09:11:25+00:00,1,0,0,1,Radiator,Electrical,Plastic,12649,Cosmetic,Surface
2650,2025-06-09T09:53:44+00:00,1,0,0,1,Engine Oil Filter,Lighting,Aluminum,12650,Structural,Internal
2651,2025-06-09T09:07:34+00:00,1,0,0,0,Alternator,Cooling,Ceramic,12651,Structural,Component
2652,2025-06-09T09:29:22+00:00,1,0,0,0,Spark Plug,Cooling,Ceramic,12652,Functional,Component
2653,2025-06-09T09:11:44+00:00,1,0,0,1,Air Filter,Electrical,Metal,12653,Functional,Component
2654,2025-06-09T09:28:43+00:00,0,0,0,1,Radiator,Ignition,Plastic,12654,Structural,Component
2655,2025-06-09T10:17:49+00:00,1,0,0,1,Air Filter,Ignition,Synthetic,12655,Cosmetic,Component
2656,2025-06-09T10:00:04+00:00,1,0,0,1,Battery,Electrical,Plastic,12656,Functional,Internal
2657,2025-06-09T09:22:04+00:00,1,0,0,0,Alternator,Fuel System,Plastic,12657,Structural,Internal
2658,2025-06-09T10:11:13+00:00,1,0,0,1,Alternator,Cooling,Ceramic,12658,Structural,Component
2659,2025-06-09T09:35:05+00:00,1,0,0,0,Air Filter,Engine Parts,Aluminum,12659,Structural,Surface
2660,2025-06-09T09:23:21+00:00,1,0,0,0,Engine Oil Filter,Brake System,Ceramic,12660,Structural,Surface
2661,2025-06-09T09:51:47+00:00,1,0,0,1,Headlight Assembly,Electrical,Plastic,12661,Functional,Internal
2662,2025-06-09T10:02:20+00:00,1,0,0,0,Battery,Fuel System,Ceramic,12662,Structural,Component
2663,2025-06-09T09:30:20+00:00,1,1,0,1,Air Filter,Brake System,Synthetic,12663,Structural,Component
2664,2025-06-09T09:52:07+00:00,1,1,0,1,Windshield Wiper,Electrical,Aluminum,12664,Functional,Component
2665,2025-06-09T09:56:23+00:00,1,0,1,0,Radiator,Exterior,Aluminum,12665,Structural,Surface
2666,2025-06-09T09:56:23+00:00,1,0,0,0,Windshield Wiper,Fuel System,Aluminum,12666,Structural,Internal
2667,2025-06-09T09:08:12+00:00,0,0,0,1,Headlight Assembly,Fuel System,Ceramic,12667,Functional,Surface
2668,2025-06-09T09:52:25+00:00,0,0,0,1,Radiator,Fuel System,Synthetic,12668,Cosmetic,Surface
2669,2025-06-09T09:25:34+00:00,1,0,0,1,Engine Oil Filter,Engine Parts,Synthetic,12669,Cosmetic,Component
2670,2025-06-09T09:19:49+00:00,0,0,0,1,Alternator,Electrical,Aluminum,12670,Functional,Component
2671,2025-06-09T10:08:10+00:00,1,0,0,1,Battery,Fuel System,Synthetic,12671,Functional,Surface
2672,2025-06-09T09:07:53+00:00,0,0,0,1,Radiator,Fuel System,Aluminum,12672,Functional,Internal
2673,2025-06-09T09:17:20+00:00,1,0,0,0,Battery,Engine Parts,Ceramic,12673,Cosmetic,Component
2674,2025-06-09T09:17:00+00:00,1,0,0,1,Alternator,Cooling,Plastic,12674,Functional,Internal
2675,2025-06-09T09:58:07+00:00,1,0,0,0,Alternator,Brake System,Aluminum,12675,Functional,Internal
2676,2025-06-09T09:20:28+00:00,0,0,0,0,Alternator,Brake System,Ceramic,12676,Structural,Component
2677,2025-06-09T09:15:02+00:00,0,0,0,0,Alternator,Fuel System,Ceramic,12677,Functional,Surface
2678,2025-06-09T10:04:15+00:00,0,0,0,1,Fuel Tank,Exterior,Aluminum,12678,Structural,Component
2679,2025-06-09T09:12:03+00:00,1,0,0,0,Engine Oil Filter,Electrical,Ceramic,12679,Functional,Component
2680,2025-06-09T09:27:10+00:00,1,0,0,1,Brake Pad,Lighting,Plastic,12680,Functional,Internal
2681,2025-06-09T09:37:04+00:00,1,0,0,1,Battery,Electrical,Aluminum,12681,Functional,Surface
2682,2025-06-09T10:04:15+00:00,1,0,0,1,Headlight Assembly,Brake System,Metal,12682,Structural,Internal
2683,2025-06-09T09:20:08+00:00,1,0,0,1,Alternator,Brake System,Ceramic,12683,Cosmetic,Internal
2684,2025-06-09T09:43:43+00:00,1,0,0,0,Fuel Tank,Electrical,Synthetic,12684,Structural,Component
2685,2025-06-09T09:31:15+00:00,0,0,0,0,Spark Plug,Electrical,Ceramic,12685,Cosmetic,Internal
2686,2025-06-09T10:16:34+00:00,0,0,0,1,Windshield Wiper,Fuel System,Metal,12686,Cosmetic,Internal
2687,2025-06-09T09:55:42+00:00,1,0,0,0,Alternator,Ignition,Metal,12687,Structural,Internal
2688,2025-06-09T09:40:43+00:00,1,0,0,0,Battery,Brake System,Synthetic,12688,Functional,Component
2689,2025-06-09T09:06:33+00:00,1,0,0,0,Engine Oil Filter,Engine Parts,Plastic,12689,Structural,Surface
2690,2025-06-09T09:23:21+00:00,0,0,0,0,Headlight Assembly,Cooling,Aluminum,12690,Functional,Component
2691,2025-06-09T10:03:56+00:00,1,1,0,0,Radiator,Engine Parts,Plastic,12691,Functional,Internal
2692,2025-06-09T09:32:31+00:00,0,0,0,1,Air Filter,Engine Parts,Synthetic,12692,Functional,Component
2693,2025-06-09T09:26:32+00:00,1,0,0,1,Engine Oil Filter,Lighting,Plastic,12693,Structural,Internal
2694,2025-06-09T10:16:15+00:00,0,0,0,1,Windshield Wiper,Exterior,Plastic,12694,Structural,Internal
2695,2025-06-09T09:07:33+00:00,0,0,0,1,Spark Plug,Electrical,Aluminum,12695,Structural,Component
2696,2025-06-09T09:28:44+00:00,0,0,0,0,Engine Oil Filter,Brake System,Ceramic,12696,Structural,Component
2697,2025-06-09T09:20:47+00:00,1,0,0,0,Alternator,Electrical,Aluminum,12697,Cosmetic,Internal
2698,2025-06-09T09:09:10+00:00,0,0,0,0,Radiator,Lighting,Aluminum,12698,Functional,Component
2699,2025-06-09T09:10:28+00:00,1,0,0,0,Headlight Assembly,Brake System,Synthetic,12699,Functional,Internal
2700,2025-06-09T09:28:25+00:00,1,0,0,0,Brake Pad,Fuel System,Plastic,12700,Cosmetic,Surface
2701,2025-06-09T09:39:03+00:00,1,0,0,1,Air Filter,Engine Parts,Synthetic,12701,Structural,Surface
2702,2025-06-09T09:36:27+00:00,0,0,1,0,Windshield Wiper,Brake System,Ceramic,12702,Structural,Component
2703,2025-06-09T09:19:49+00:00,1,0,1,0,Fuel Tank,Fuel System,Ceramic,12703,Structural,Component
2704,2025-06-09T09:10:27+00:00,0,0,0,1,Spark Plug,Cooling,Ceramic,12704,Functional,Surface
2705,2025-06-09T09:07:33+00:00,1,0,1,1,Battery,Electrical,Ceramic,12705,Functional,Component
2706,2025-06-09T09:15:02+00:00,1,0,0,0,Battery,Fuel System,Metal,12706,Structural,Component
2707,2025-06-09T10:06:33+00:00,1,0,0,0,Radiator,Brake System,Ceramic,12707,Structural,Internal
2708,2025-06-09T10:16:52+00:00,0,0,0,1,Headlight Assembly,Engine Parts,Aluminum,12708,Structural,Component
2709,2025-06-09T09:52:26+00:00,1,1,0,0,Fuel Tank,Electrical,Plastic,12709,Structural,Surface
2710,2025-06-09T09:19:50+00:00,1,1,0,1,Headlight Assembly,Ignition,Plastic,12710,Structural,Component
2711,2025-06-09T10:12:16+00:00,0,0,0,0,Air Filter,Cooling,Aluminum,12711,Functional,Component
2712,2025-06-09T09:13:20+00:00,0,0,0,1,Battery,Engine Parts,Plastic,12712,Functional,Internal
2713,2025-06-09T09:33:46+00:00,0,0,0,1,Alternator,Cooling,Ceramic,12713,Functional,Internal
2714,2025-06-09T09:22:04+00:00,0,0,0,0,Windshield Wiper,Electrical,Metal,12714,Cosmetic,Internal
2715,2025-06-09T09:34:06+00:00,1,0,0,1,Alternator,Exterior,Ceramic,12715,Structural,Internal
2716,2025-06-09T09:12:03+00:00,1,1,0,1,Headlight Assembly,Electrical,Aluminum,12716,Structural,Component
2717,2025-06-09T09:41:02+00:00,1,0,0,0,Spark Plug,Fuel System,Plastic,12717,Structural,Internal
2718,2025-06-09T09:30:57+00:00,0,0,0,0,Alternator,Cooling,Synthetic,12718,Functional,Component
2719,2025-06-09T10:00:41+00:00,1,0,0,1,Fuel Tank,Fuel System,Aluminum,12719,Functional,Internal
2720,2025-06-09T09:55:23+00:00,0,0,0,1,Fuel Tank,Cooling,Aluminum,12720,Structural,Internal
2721,2025-06-09T09:17:38+00:00,1,0,0,0,Brake Pad,Fuel System,Metal,12721,Structural,Internal
2722,2025-06-09T09:52:26+00:00,1,0,0,1,Alternator,Engine Parts,Synthetic,12722,Cosmetic,Surface
2723,2025-06-09T09:33:27+00:00,0,0,0,1,Alternator,Electrical,Metal,12723,Structural,Internal
2724,2025-06-09T09:06:32+00:00,1,1,0,0,Radiator,Electrical,Ceramic,12724,Structural,Surface
2725,2025-06-09T10:09:32+00:00,0,0,0,1,Radiator,Engine Parts,Plastic,12725,Structural,Internal
2726,2025-06-09T10:16:53+00:00,0,0,0,1,Headlight Assembly,Fuel System,Synthetic,12726,Structural,Surface
2727,2025-06-09T09:23:00+00:00,0,0,0,1,Radiator,Fuel System,Plastic,12727,Structural,Surface
2728,2025-06-09T09:48:15+00:00,0,0,0,1,Alternator,Brake System,Aluminum,12728,Functional,Internal
2729,2025-06-09T09:59:44+00:00,1,0,2,1,Windshield Wiper,Engine Parts,Metal,12729,Structural,Surface
2730,2025-06-09T09:40:22+00:00,1,0,0,0,Radiator,Fuel System,Plastic,12730,Functional,Surface
2731,2025-06-09T09:24:37+00:00,1,0,0,1,Spark Plug,Engine Parts,Aluminum,12731,Functional,Surface
2732,2025-06-09T09:15:21+00:00,0,0,1,0,Engine Oil Filter,Exterior,Aluminum,12732,Structural,Internal
2733,2025-06-09T09:14:22+00:00,1,0,0,1,Alternator,Cooling,Aluminum,12733,Functional,Surface
2734,2025-06-09T09:29:22+00:00,1,0,0,0,Fuel Tank,Ignition,Plastic,12734,Functional,Component
2735,2025-06-09T09:44:59+00:00,1,0,0,0,Headlight Assembly,Electrical,Synthetic,12735,Structural,Component
2736,2025-06-09T09:23:58+00:00,0,0,0,1,Radiator,Ignition,Metal,12736,Structural,Surface
2737,2025-06-09T09:38:44+00:00,0,0,0,1,Fuel Tank,Brake System,Ceramic,12737,Functional,Surface
2738,2025-06-09T09:08:31+00:00,1,0,0,0,Battery,Electrical,Aluminum,12738,Functional,Surface
2739,2025-06-09T09:53:05+00:00,0,0,0,1,Radiator,Fuel System,Synthetic,12739,Structural,Surface
2740,2025-06-09T09:23:01+00:00,0,0,0,1,Windshield Wiper,Ignition,Synthetic,12740,Cosmetic,Surface
2741,2025-06-09T10:02:21+00:00,1,0,0,0,Fuel Tank,Brake System,Ceramic,12741,Functional,Component
2742,2025-06-09T10:07:31+00:00,0,0,0,0,Radiator,Electrical,Ceramic,12742,Structural,Internal
2743,2025-06-09T09:36:45+00:00,1,0,0,1,Engine Oil Filter,Exterior,Aluminum,12743,Cosmetic,Surface
2744,2025-06-09T09:23:40+00:00,0,1,0,0,Alternator,Electrical,Aluminum,12744,Structural,Surface
2745,2025-06-09T09:48:35+00:00,0,0,0,1,Alternator,Fuel System,Synthetic,12745,Structural,Component
2746,2025-06-09T09:38:04+00:00,1,0,0,1,Spark Plug,Engine Parts,Plastic,12746,Cosmetic,Internal
2747,2025-06-09T10:10:33+00:00,1,0,0,0,Spark Plug,Electrical,Metal,12747,Functional,Surface
2748,2025-06-09T10:18:09+00:00,1,0,0,1,Spark Plug,Cooling,Ceramic,12748,Functional,Internal
2749,2025-06-09T09:48:16+00:00,1,0,0,1,Headlight Assembly,Fuel System,Plastic,12749,Functional,Component
2750,2025-06-09T10:16:53+00:00,1,0,0,0,Alternator,Engine Parts,Ceramic,12750,Functional,Internal
2751,2025-06-09T09:54:22+00:00,1,0,0,1,Radiator,Fuel System,Plastic,12751,Cosmetic,Internal
2752,2025-06-09T09:12:04+00:00,0,0,2,1,Alternator,Fuel System,Ceramic,12752,Functional,Component
2753,2025-06-09T09:53:25+00:00,1,0,0,0,Battery,Exterior,Metal,12753,Functional,Internal
2754,2025-06-09T10:07:31+00:00,0,1,0,0,Brake Pad,Engine Parts,Aluminum,12754,Functional,Component
2755,2025-06-09T09:40:25+00:00,1,0,0,0,Alternator,Electrical,Ceramic,12755,Functional,Internal
2756,2025-06-09T09:25:52+00:00,1,1,0,1,Windshield Wiper,Engine Parts,Aluminum,12756,Functional,Component
2757,2025-06-09T09:23:00+00:00,1,0,2,1,Headlight Assembly,Engine Parts,Plastic,12757,Structural,Surface
2758,2025-06-09T09:32:13+00:00,1,0,0,1,Brake Pad,Brake System,Aluminum,12758,Cosmetic,Component
2759,2025-06-09T10:08:11+00:00,1,0,0,0,Windshield Wiper,Fuel System,Aluminum,12759,Structural,Surface
2760,2025-06-09T09:12:25+00:00,1,0,0,1,Air Filter,Cooling,Aluminum,12760,Cosmetic,Surface
2761,2025-06-09T09:13:02+00:00,0,0,0,1,Alternator,Fuel System,Aluminum,12761,Cosmetic,Surface
2762,2025-06-09T10:04:15+00:00,1,0,0,0,Radiator,Brake System,Plastic,12762,Functional,Surface
2763,2025-06-09T09:37:22+00:00,1,0,0,0,Alternator,Brake System,Ceramic,12763,Functional,Internal
2764,2025-06-09T09:54:22+00:00,1,0,0,0,Alternator,Engine Parts,Plastic,12764,Structural,Internal
2765,2025-06-09T10:05:34+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,12765,Cosmetic,Internal
2766,2025-06-09T09:33:08+00:00,1,0,0,1,Alternator,Engine Parts,Plastic,12766,Cosmetic,Component
2767,2025-06-09T09:24:17+00:00,1,0,1,0,Fuel Tank,Fuel System,Aluminum,12767,Functional,Component
2768,2025-06-09T09:32:49+00:00,0,0,0,0,Battery,Engine Parts,Aluminum,12768,Cosmetic,Internal
2769,2025-06-09T10:01:22+00:00,1,0,0,1,Air Filter,Exterior,Ceramic,12769,Structural,Component
2770,2025-06-09T10:15:13+00:00,0,0,0,1,Windshield Wiper,Electrical,Plastic,12770,Cosmetic,Internal
2771,2025-06-09T09:35:05+00:00,1,0,0,0,Windshield Wiper,Engine Parts,Ceramic,12771,Cosmetic,Component
2772,2025-06-09T10:11:55+00:00,1,0,0,0,Radiator,Brake System,Ceramic,12772,Cosmetic,Surface
2773,2025-06-09T10:16:33+00:00,0,0,0,0,Air Filter,Ignition,Plastic,12773,Cosmetic,Surface
2774,2025-06-09T10:13:56+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Synthetic,12774,Functional,Surface
2775,2025-06-09T09:55:03+00:00,1,0,0,1,Air Filter,Fuel System,Metal,12775,Cosmetic,Component
2776,2025-06-09T09:09:30+00:00,0,0,0,0,Spark Plug,Engine Parts,Ceramic,12776,Structural,Internal
2777,2025-06-09T10:16:53+00:00,0,0,0,1,Spark Plug,Fuel System,Ceramic,12777,Cosmetic,Internal
2778,2025-06-09T09:07:14+00:00,1,0,0,0,Spark Plug,Lighting,Ceramic,12778,Structural,Internal
2779,2025-06-09T09:32:31+00:00,0,0,0,1,Radiator,Engine Parts,Ceramic,12779,Functional,Component
